utterance_id,recording,expected_text,frontend,mode,detected,wrong_actionable_partial,first_partial_latency_ms,stable_partial_latency_ms,endpoint_latency_ms,duplicate_activation
1786194763609_cmd_019,1786194763609,вверх,legacy_reference,production_like,true,0,339.9999999999963,489.9999999999949,899.9999999999986,0
1786194763609_cmd_019,1786194763609,вверх,raw_ch3,clean_continuous,true,0,259.999999999998,409.9999999999966,819.9999999999932,0
1786194763609_cmd_019,1786194763609,вверх,raw_ch3,production_like,true,0,259.999999999998,409.9999999999966,,0
1786194763609_cmd_019,1786194763609,вверх,raw_mix123,clean_continuous,true,0,259.999999999998,409.9999999999966,,0
1786194763609_cmd_019,1786194763609,вверх,raw_mix123,production_like,true,0,259.999999999998,409.9999999999966,,0
1786194763609_cmd_019,1786194763609,вверх,webrtc_moderate,clean_continuous,true,0,259.999999999998,409.9999999999966,,0
1786194763609_cmd_019,1786194763609,вверх,webrtc_moderate,production_like,true,0,259.999999999998,409.9999999999966,,0
1786194763609_cmd_020,1786194763609,печать,hpf80_mix123,clean_continuous,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_020,1786194763609,печать,hpf80_mix123,production_like,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_020,1786194763609,печать,legacy_reference,clean_continuous,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_020,1786194763609,печать,legacy_reference,production_like,true,0,359.99999999999943,509.999999999998,,0
1786194763609_cmd_020,1786194763609,печать,raw_ch3,clean_continuous,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_020,1786194763609,печать,raw_ch3,production_like,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_020,1786194763609,печать,raw_mix123,clean_continuous,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_020,1786194763609,печать,raw_mix123,production_like,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_020,1786194763609,печать,webrtc_moderate,clean_continuous,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_020,1786194763609,печать,webrtc_moderate,production_like,true,0,280.00000000000114,429.9999999999997,940.0000000000048,0
1786194763609_cmd_021,1786194763609,белый,hpf80_mix123,clean_continuous,true,0,500.0000000000071,650.0000000000057,740.000000000002,0
1786194763609_cmd_021,1786194763609,белый,hpf80_mix123,production_like,true,0,420.0000000000017,570.0000000000002,899.9999999999986,0
1786194763609_cmd_021,1786194763609,белый,legacy_reference,clean_continuous,true,0,500.0000000000071,650.0000000000057,740.000000000002,0
1786194763609_cmd_021,1786194763609,белый,legacy_reference,production_like,true,0,500.0000000000071,650.0000000000057,740.000000000002,0
1786194763609_cmd_021,1786194763609,белый,raw_ch3,clean_continuous,true,0,500.0000000000071,650.0000000000057,740.000000000002,0
1786194763609_cmd_021,1786194763609,белый,raw_ch3,production_like,true,0,420.0000000000017,570.0000000000002,899.9999999999986,0
1786194763609_cmd_021,1786194763609,белый,raw_mix123,clean_continuous,true,0,500.0000000000071,650.0000000000057,740.000000000002,0
1786194763609_cmd_021,1786194763609,белый,raw_mix123,production_like,true,0,420.0000000000017,570.0000000000002,899.9999999999986,0
1786194763609_cmd_021,1786194763609,белый,webrtc_moderate,clean_continuous,true,0,500.0000000000071,650.0000000000057,980.000000000004,0
1786194763609_cmd_021,1786194763609,белый,webrtc_moderate,production_like,true,0,420.0000000000017,570.0000000000002,899.9999999999986,0
1786194763609_cmd_022,1786194763609,назад,hpf80_mix123,clean_continuous,true,0,480.000000000004,630.0000000000025,859.9999999999994,0
1786194763609_cmd_022,1786194763609,назад,hpf80_mix123,production_like,true,0,400.0000000000057,550.0000000000043,299.99999999999716,0
1786194763609_cmd_022,1786194763609,назад,legacy_reference,clean_continuous,true,0,480.000000000004,630.0000000000025,859.9999999999994,0
1786194763609_cmd_022,1786194763609,назад,legacy_reference,production_like,true,0,480.000000000004,630.0000000000025,460.00000000000085,0
1786194763609_cmd_022,1786194763609,назад,raw_ch3,clean_continuous,true,0,480.000000000004,630.0000000000025,859.9999999999994,0
1786194763609_cmd_022,1786194763609,назад,raw_ch3,production_like,true,0,400.0000000000057,550.0000000000043,299.99999999999716,0
1786194763609_cmd_022,1786194763609,назад,raw_mix123,clean_continuous,true,0,480.000000000004,630.0000000000025,859.9999999999994,0
1786194763609_cmd_022,1786194763609,назад,raw_mix123,production_like,true,0,400.0000000000057,550.0000000000043,299.99999999999716,0
1786194763609_cmd_022,1786194763609,назад,webrtc_moderate,clean_continuous,true,0,480.000000000004,630.0000000000025,859.9999999999994,0
1786194763609_cmd_022,1786194763609,назад,webrtc_moderate,production_like,true,0,400.0000000000057,550.0000000000043,320.0000000000003,0
1786194763609_cmd_023,1786194763609,печать,hpf80_mix123,clean_continuous,true,0,800.0000000000114,950.000000000017,819.9999999999932,0
1786194763609_cmd_023,1786194763609,печать,hpf80_mix123,production_like,true,0,880.0000000000097,1030.0000000000155,899.9999999999915,0
1786194763609_cmd_023,1786194763609,печать,legacy_reference,clean_continuous,true,0,800.0000000000114,950.000000000017,819.9999999999932,0
1786194763609_cmd_023,1786194763609,печать,legacy_reference,production_like,true,0,800.0000000000114,950.000000000017,819.9999999999932,0
